Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
50005,1057,41.3,56914,23397,23,2.175969726
50006,1715,41.6,56648,29417,130,7.580174927
50007,434,48,98750,44080,4,0.921658986
50008,844,44.1,40208,21276,158,18.72037915
50009,19840,36.3,80564,36165,1124,5.665322581
50010,34165,29.2,55432,30825,6524,19.09556564
50011,1322,19.1,-666666666,3986,0,0
50012,4725,19.4,-666666666,4729,8,0.169312169
50014,29706,22.9,44818,28382,9497,31.9699724
50020,1330,53.3,50938,27155,145,10.90225564
50021,28306,33.8,82826,40806,1418,5.009538614
50022,8350,43.9,45651,28869,1259,15.07784431
50023,38469,32.4,87198,38813,2891,7.515142062
50025,3064,46.3,53989,31184,347,11.32506527
50026,531,51.4,46786,26539,70,13.1826742
50027,370,42.5,45398,20717,34,9.189189189
50028,1555,44.4,66118,33130,103,6.623794212
50029,617,43.2,47250,26057,53,8.589951378
50032,352,50.3,40878,19510,117,33.23863636
50033,23,20.2,121875,34304,0,0
50034,467,47.9,61250,30426,14,2.997858672
50035,8341,31.2,99115,35011,151,1.810334492
50036,16676,40,62394,31835,1228,7.363876229
50038,86,51.3,60921,27074,14,16.27906977
50039,463,57,92250,32335,5,1.079913607
50041,66,41.5,-666666666,27688,0,0
50042,249,54.9,52143,25124,18,7.228915663
50044,899,40.8,56000,24462,117,13.01446051
50046,1765,35.7,73941,31214,165,9.348441926
50047,6077,37.2,73843,32293,461,7.585979924
50048,904,51.6,49792,26613,114,12.61061947
50049,6403,42.9,53571,32010,852,13.30626269
50050,682,45.7,52708,28858,116,17.00879765
50051,265,43.7,39205,25348,81,30.56603774
50052,162,40.4,82917,24364,2,1.234567901
50054,2996,40.7,70550,33254,172,5.740987984
50055,944,40.3,64940,37676,47,4.978813559
50056,1474,38.5,74345,33230,59,4.002713704
50057,315,39.4,-666666666,17965,32,10.15873016
50058,1916,43.8,54779,33259,199,10.38622129
50060,2473,41.3,53227,25919,452,18.27739588
50061,1848,39.6,160391,79506,23,1.244588745
50062,693,34.5,53000,22381,94,13.56421356
50063,2380,39.7,82083,42607,213,8.949579832
50064,159,62.5,75778,33248,3,1.886792453
50065,731,47.9,35833,20860,169,23.11901505
50066,154,28.5,54643,28488,3,1.948051948
50067,273,38.6,49519,21578,38,13.91941392
50068,363,42.2,73750,31344,44,12.12121212
50069,1061,35.8,68125,30882,34,3.204524034
50070,1371,49.4,73611,40116,62,4.522246535
50071,1069,50.7,57857,36706,97,9.073900842
50072,2367,41.4,75197,37885,121,5.111956063
50073,1032,40.5,73750,34358,73,7.073643411
50074,381,64.1,71389,50663,8,2.099737533
50075,839,43.4,74750,37362,34,4.052443385
50076,1458,45.8,49828,29776,199,13.64883402
50078,176,54,40500,20994,45,25.56818182
50101,44,14.5,-666666666,12211,17,38.63636364
50102,183,34.9,67625,24320,0,0
50103,369,46.8,58750,29875,64,17.34417344
50104,77,62.8,45000,37955,0,0
50105,1013,36.5,88333,32625,39,3.849950642
50106,852,42.3,71875,31603,77,9.037558685
50107,1040,45,48693,26467,183,17.59615385
50108,445,45.4,47500,26056,64,14.38202247
50109,3023,40.5,106012,51733,111,3.671849156
50111,14472,34.6,86220,41577,716,4.947484798
50112,11411,38.8,52413,31093,1201,10.52493208
50115,2603,44.4,57951,30031,329,12.63926239
50116,198,35.3,46000,16073,31,15.65656566
50117,133,47.9,-666666666,18977,31,23.30827068
50118,1080,35.8,76477,31097,64,5.925925926
50119,331,50.6,61071,36568,52,15.70996979
50120,391,49.4,78125,31372,11,2.813299233
50122,1420,40.6,68000,29145,93,6.549295775
50123,757,53.8,47857,43702,50,6.605019815
50124,4180,34.8,103859,39860,187,4.473684211
50125,20622,38.1,67819,33535,2219,10.76035302
50126,6470,47.1,51154,29080,603,9.319938176
50127,0,-666666666,-666666666,-666666666,0,
50128,455,39.2,41319,23148,26,5.714285714
50129,5024,44.4,49741,27745,315,6.269904459
50130,1447,41.8,65781,30118,78,5.390463027
50131,21439,39.6,94144,48612,909,4.239936564
50132,245,43.8,46875,32376,15,6.12244898
50133,435,43.4,41458,22200,85,19.54022989
50134,780,47.6,77917,31965,9,1.153846154
50135,1498,42.3,63365,30456,89,5.941255007
50136,420,48.3,54688,31271,24,5.714285714
50138,11940,43,56016,29280,1215,10.1758794
50139,1105,49.8,58571,33204,83,7.511312217
50140,2940,24.9,40417,21110,596,20.27210884
50141,493,46.5,61250,29147,15,3.042596349
50142,989,40.6,56083,29596,111,11.22345804
50143,651,51.8,78958,34384,52,7.987711214
50144,2622,37.6,50357,22688,304,11.5942029
50146,450,50,54750,32739,18,4
50147,369,52,51458,29224,58,15.71815718
50148,339,45.6,70057,34197,38,11.20943953
50149,964,47.2,58173,30876,62,6.43153527
50150,974,37.4,58264,26623,62,6.36550308
50151,556,54,70833,35024,43,7.73381295
50153,858,49.6,68938,35966,52,6.060606061
50154,500,33.5,75208,30714,15,3
50155,307,47.7,42917,21359,24,7.817589577
50156,4820,45.1,72535,34118,355,7.365145228
50157,905,43.4,44457,27155,54,5.966850829
50158,30828,37.9,54619,26116,4051,13.14065136
50160,478,29.7,56667,24359,60,12.55230126
50161,1831,42.3,81979,42005,118,6.444565811
50162,1308,34,57365,32200,32,2.44648318
50163,701,51.5,37000,24137,96,13.69472183
50164,466,41.2,55156,30150,47,10.08583691
50165,108,22.6,31641,23831,10,9.259259259
50166,1589,44.3,69519,32536,91,5.726872247
50167,701,36,68750,24505,54,7.703281027
50168,794,47.4,61250,29412,16,2.01511335
50169,2989,37,75357,26317,73,2.442288391
50170,2875,36.9,66630,31818,99,3.443478261
50171,2468,49,62500,33861,188,7.617504052
50173,860,48.4,51397,28838,75,8.720930233
50174,1375,40.3,52619,25798,168,12.21818182
50201,8044,39.6,68395,33137,818,10.16907011
50206,555,36,80179,32667,50,9.009009009
50207,2125,47.3,62574,36150,181,8.517647059
50208,20610,42.6,51299,25316,2261,10.97040272
50210,1493,47.6,73750,35802,91,6.095110516
50211,13152,36.5,84782,41399,580,4.409975669
50212,2813,46.4,63824,36643,199,7.074297903
50213,6953,39.5,54502,27995,894,12.85775924
50214,866,34.7,67679,34387,39,4.503464203
50216,2598,49.1,77685,35453,134,5.157813703
50217,637,41.2,55568,34269,36,5.651491366
50218,143,45.7,53583,25884,9,6.293706294
50219,13785,35.6,73708,32957,424,3.075807037
50220,8898,37.4,49252,26702,1287,14.46392448
50222,627,29.8,80333,20481,37,5.901116427
50223,557,45.4,53026,26212,68,12.20825853
50225,2776,42,59461,30283,316,11.3832853
50226,6584,33.2,113400,39947,106,1.609963548
50227,28,51.5,68750,21757,2,7.142857143
50228,3009,35.9,78274,30904,149,4.951811233
50229,894,44.5,102250,42461,11,1.230425056
50230,1067,46.3,64643,31487,67,6.279287723
50231,170,35,53750,24828,39,22.94117647
50232,480,38.6,75000,33914,48,10
50233,1357,43,76635,30514,116,8.548268239
50234,490,45.3,71250,33083,49,10
50235,371,44.8,58833,25871,25,6.738544474
50236,1650,39.5,83750,39854,62,3.757575758
50237,3101,46.2,89063,42260,187,6.030312802
50238,1170,42.5,52292,24098,37,3.162393162
50239,50,40.8,34063,31488,5,10
50240,2874,44.2,79500,40147,63,2.192066806
50242,595,33.3,79792,28721,37,6.218487395
50243,234,37.2,63125,28097,26,11.11111111
50244,2026,35.4,75474,32338,164,8.094768016
50246,674,45.3,58393,31385,58,8.605341246
50247,2619,39.3,68625,31832,157,5.994654448
50248,4421,46.1,81856,38469,309,6.989368921
50249,1257,47.4,52344,30448,63,5.011933174
50250,2293,42.9,56944,27413,226,9.856083733
50251,1360,42.3,71607,30202,74,5.441176471
50252,266,44.5,-666666666,26866,53,19.92481203
50254,246,40.9,76042,33441,10,4.06504065
50255,48,56,45417,26592,2,4.166666667
50256,430,28.5,54879,26586,9,2.093023256
50257,1008,43.8,57083,29657,50,4.96031746
50258,957,55,61953,30310,101,10.553814
50261,2622,39.5,109211,44201,112,4.271548436
50262,369,49.8,71500,35922,22,5.962059621
50263,25402,33.1,100060,47272,704,2.77143532
50264,468,36,50172,21291,103,22.00854701
50265,32532,39,72631,42013,2337,7.183696053
50266,29636,34.3,77352,50496,1518,5.122148738
50268,1059,39.5,41958,20249,152,14.35316336
50271,639,39.8,60962,26499,28,4.381846635
50272,179,30.3,52917,18747,6,3.351955307
50273,8457,38.5,60691,35358,490,5.794016791
50274,167,58.4,68125,43565,0,0
50275,585,46.5,43750,22589,71,12.13675214
50276,2388,43,80787,34728,203,8.500837521
50277,316,52,49750,25958,18,5.696202532
50278,771,45.1,58063,29272,146,18.93644617
50309,8040,29.6,49240,40531,1361,16.9278607
50310,31832,35.7,63773,32707,3216,10.10304097
50311,15738,28.4,50676,28229,3548,22.54416063
50312,15883,39.9,64552,52864,1371,8.631870553
50313,18834,36.3,53740,23414,2171,11.52702559
50314,11377,33,38638,20152,3097,27.22158741
50315,35795,38,51614,25923,4819,13.46277413
50316,16520,30.8,45275,20105,3406,20.61743341
50317,37983,35.8,53973,25023,5920,15.58592002
50319,0,-666666666,-666666666,-666666666,0,
50320,22687,31.6,60066,26419,3530,15.55957156
50321,8698,30.6,59324,32894,1325,15.23338699
50322,31118,38.8,70325,36454,2790,8.965871843
50323,14593,35.8,145777,54339,321,2.19968478
50324,4953,42.7,64230,36435,236,4.764789017
50325,17186,39.4,104554,50328,826,4.806237635
50327,11400,39.7,82351,36150,555,4.868421053
50401,28957,43.2,51339,30766,3193,11.02669475
50420,283,38.9,58750,29841,24,8.480565371
50421,2899,46.6,57153,30272,372,12.83201104
50423,2599,46.1,51190,26663,345,13.27433628
50424,1467,49.1,61552,33204,78,5.316973415
50426,57,34.1,40417,21218,6,10.52631579
50428,9374,50.1,60503,39386,727,7.755493919
50430,412,54.8,52411,29975,37,8.980582524
50431,218,43.6,47813,23485,9,4.128440367
50432,230,52.6,41250,25542,58,25.2173913
50433,282,35.4,47386,22512,10,3.546099291
50434,362,52.8,52500,32056,5,1.38121547
50435,718,49.4,70417,33414,36,5.013927577
50436,5652,40.1,50036,27885,555,9.819532909
50438,4167,42.6,69727,31626,273,6.551475882
50439,178,52.4,53636,31740,14,7.865168539
50440,418,42.6,76250,42922,13,3.110047847
50441,5289,42.9,55464,30718,881,16.65721308
50444,376,39.5,76250,30785,27,7.180851064
50446,543,49.7,66250,33871,43,7.918968692
50447,1260,35,54643,24492,159,12.61904762
50448,671,55.6,55000,36034,34,5.067064083
50449,900,35.5,60445,30026,111,12.33333333
50450,2826,41.3,51827,29251,152,5.378627035
50451,567,35.5,48125,32095,128,22.57495591
50452,983,29.8,60000,24038,191,19.43031536
50453,576,61.6,59375,34382,7,1.215277778
50454,66,58.5,-666666666,32765,0,0
50455,591,24.8,58750,20318,17,2.876480541
50456,1813,42.1,60125,29520,284,15.66464424
50457,335,51.6,64886,37681,63,18.80597015
50458,2283,41.4,60156,29827,86,3.766973281
50459,2906,42.8,52267,30256,211,7.260839642
50460,306,46.8,78125,43760,9,2.941176471
50461,5532,46.1,58886,31615,371,6.706435286
50464,628,38.8,65000,34822,30,4.777070064
50465,161,54.2,36250,24668,28,17.39130435
50466,1680,37.5,51146,25007,201,11.96428571
50467,89,38.8,-666666666,24637,12,13.48314607
50468,1383,46.4,57581,35879,114,8.242950108
50469,1465,39.6,64940,31338,66,4.505119454
50470,221,60.5,50000,30293,23,10.40723982
50471,619,47.5,48333,26798,94,15.18578352
50472,2325,44.2,67862,30683,126,5.419354839
50473,294,43.4,88239,25697,29,9.863945578
50475,1519,50,53065,29123,118,7.768268598
50476,670,46.3,44821,27450,35,5.223880597
50477,237,61.3,57946,31059,26,10.97046414
50478,638,54.8,46875,30367,79,12.38244514
50479,549,34.8,48750,29052,60,10.92896175
50480,916,39.7,59271,26061,82,8.951965066
50482,868,52.1,68598,31845,63,7.258064516
50483,604,44.2,77813,34928,55,9.105960265
50484,397,40.6,62614,28391,52,13.09823678
50501,28077,37.1,43214,25833,3748,13.34900452
50510,1003,45.8,65268,34406,63,6.28115653
50511,6767,48.6,54628,33611,624,9.22122063
50514,1384,48.2,47188,26773,143,10.33236994
50515,193,45.9,30234,30538,60,31.0880829
50516,589,45.8,64196,31102,20,3.395585739
50517,1120,42.2,48750,24985,106,9.464285714
50518,405,35.7,68750,23322,85,20.98765432
50519,595,45,50278,29102,114,19.15966387
50520,166,31.3,72292,21465,62,37.34939759
50521,299,46,21218,11583,136,45.48494983
50522,958,42,67344,26818,166,17.32776618
50523,574,40.3,47500,24636,52,9.059233449
50524,620,38.2,62250,29467,22,3.548387097
50525,3383,44.6,48024,28401,583,17.23322495
50527,228,48.8,37250,24994,10,4.385964912
50528,277,42.9,60556,37997,0,0
50529,846,38.9,53750,30317,54,6.382978723
50530,1172,39,60903,25059,114,9.726962457
50531,181,52.7,-666666666,70589,31,17.12707182
50532,807,42.2,58542,27764,163,20.19826518
50533,3982,39,54150,30423,279,7.006529382
50535,1024,33.6,57031,29869,107,10.44921875
50536,4447,38.5,53184,28261,220,4.947155386
50538,460,41.3,50250,26749,68,14.7826087
50539,542,39.5,50417,29918,65,11.99261993
50540,1103,42.4,74375,30002,64,5.802357208
50541,837,40.2,46667,27078,82,9.796893668
50542,967,43.4,63021,31677,54,5.584281282
50543,1400,47.8,51324,28530,96,6.857142857
50544,429,35.8,60833,26118,32,7.459207459
50545,203,39.3,34250,43506,37,18.22660099
50546,257,49.4,45893,29452,53,20.62256809
50548,5557,45.9,56426,31324,668,12.02087457
50551,94,56.5,51818,28161,3,3.191489362
50554,1625,45.7,50648,32425,244,15.01538462
50556,181,64.9,49500,58291,2,1.104972376
50557,661,54,52308,30872,28,4.236006051
50558,688,35.8,65208,29910,125,18.16860465
50559,321,53.6,50833,27065,45,14.01869159
50560,617,52.7,57500,39740,72,11.66936791
50561,475,39.4,62813,31380,54,11.36842105
50562,361,46.5,54659,51918,23,6.371191136
50563,2561,40.4,50833,31464,181,7.067551738
50565,417,48.8,61250,40116,49,11.75059952
50566,485,46.1,64167,34626,63,12.98969072
50567,280,49,58542,26598,36,12.85714286
50568,1523,38.8,60156,29410,170,11.16217991
50569,650,57.3,60833,33366,56,8.615384615
50570,217,42.3,66875,26776,6,2.764976959
50571,345,42.4,59028,32669,32,9.275362319
50573,84,30,34375,17840,0,0
50574,1996,55.3,53071,29328,169,8.466933868
50575,783,55.5,55341,33149,76,9.706257982
50576,325,42.6,56667,26270,20,6.153846154
50577,379,42.4,46458,29229,55,14.51187335
50578,629,44.7,45714,30638,86,13.67249603
50579,2827,44.3,48618,25055,316,11.17792713
50581,841,43.1,43911,26444,120,14.26872771
50582,299,43,38958,25860,11,3.678929766
50583,2628,44.5,55286,33035,341,12.97564688
50585,1302,37.8,61500,29028,178,13.67127496
50586,254,50,53281,26141,12,4.724409449
50588,12572,31.7,55420,24391,1677,13.3391664
50590,889,39.8,40450,24245,191,21.4848144
50591,422,41.2,59688,23801,47,11.13744076
50593,36,43.5,36250,19722,3,8.333333333
50594,166,49,48929,34300,8,4.819277108
50595,8988,42.5,58417,29240,1079,12.00489542
50597,1052,52.2,53417,28415,74,7.034220532
50598,936,37.3,65852,31008,64,6.837606838
50599,376,47.8,67857,34460,15,3.989361702
50601,2638,40.3,58636,30461,241,9.13570887
50602,1549,43.6,56000,27390,185,11.94318915
50603,443,53.2,52639,27718,13,2.934537246
50604,1779,49.5,56747,33072,135,7.588532884
50605,242,59.3,61333,28771,4,1.652892562
50606,742,41.8,50577,23177,117,15.76819407
50607,466,43,68214,36276,47,10.08583691
50609,422,43.5,86667,40892,13,3.08056872
50611,294,52.4,43250,26207,61,20.74829932
50612,322,58.5,69375,52724,28,8.695652174
50613,43717,27.9,62853,34903,6768,15.48139168
50616,10214,41.5,46430,27257,1966,19.24809086
50619,2306,41,60278,32607,229,9.930615785
50620,40,52.5,61042,25575,10,25
50621,1546,48.8,65441,35097,114,7.373868047
50622,3213,37.6,81563,42176,243,7.56302521
50624,1560,40.5,86154,45984,43,2.756410256
50625,1091,47.1,55966,26041,215,19.70669111
50626,1694,41.7,73000,32753,106,6.257378985
50627,3200,46.6,52014,25285,299,9.34375
50628,1287,44,57070,33449,154,11.96581197
50629,2605,38.9,74766,33012,294,11.28598848
50630,1738,44.3,58092,32222,111,6.386651323
50632,1024,48.4,60461,33164,61,5.95703125
50633,333,56.2,77875,33859,38,11.41141141
50634,822,44.7,60972,33528,82,9.9756691
50635,1584,41,62500,35537,104,6.565656566
50636,1695,54.9,47228,27702,176,10.38348083
50638,3304,42.5,66602,34742,192,5.811138015
50641,1376,40.3,52917,50811,161,11.7005814
50642,550,34.1,69423,27821,28,5.090909091
50643,2773,42.5,87866,37062,123,4.435629282
50644,9046,41.2,63673,35148,693,7.660844572
50645,1062,49.3,61000,29630,55,5.178907721
50647,2194,43.7,79880,33893,55,2.506836828
50648,4247,34.1,77935,29520,151,3.555450907
50650,865,33.6,47833,23059,190,21.96531792
50651,3920,40.1,66654,29265,284,7.244897959
50652,91,42.3,40000,18329,13,14.28571429
50653,619,37.8,60625,29141,26,4.200323102
50654,502,44.9,67375,31271,37,7.370517928
50655,768,41,56154,26451,105,13.671875
50658,2305,45,61111,37684,175,7.592190889
50659,5670,42,62963,29758,336,5.925925926
50660,1332,38.4,58810,26932,140,10.51051051
50662,6669,45.4,43219,25230,707,10.60128955
50664,42,38.4,-666666666,25933,0,0
50665,2883,42,61446,28677,197,6.833159903
50666,952,37.9,75795,31338,29,3.046218487
50667,718,46.5,70156,33254,48,6.685236769
50668,1168,41.8,71250,29001,141,12.07191781
50669,2259,45.4,65296,38415,166,7.348384241
50670,2270,43.4,65625,35773,154,6.784140969
50671,166,44,57596,46801,9,5.421686747
50672,532,50.8,54205,30046,62,11.65413534
50673,182,44,66250,27427,20,10.98901099
50674,3733,42.6,67734,34213,176,4.71470667
50675,2407,41.6,65061,32053,224,9.306190278
50676,2196,39.7,66447,32394,115,5.236794171
50677,12526,38.7,69485,30537,1004,8.015328118
50680,1090,46.2,61818,39312,47,4.311926606
50681,440,48.6,62250,39769,25,5.681818182
50682,1897,39.4,73468,29960,117,6.167633105
50701,30817,38.6,56510,34300,3800,12.33085635
50702,19446,37.5,49258,26279,2156,11.08711303
50703,19306,35.7,34698,20365,5455,28.25546462
50707,8329,39.6,49779,23347,1329,15.95629727
50801,9383,39.8,46356,26648,1384,14.75007993
50830,1760,43.8,65962,30414,224,12.72727273
50833,2294,41.2,54107,29841,282,12.2929381
50835,65,66.4,62500,38783,2,3.076923077
50836,257,55.9,40625,41177,20,7.782101167
50837,341,50.8,52895,28221,92,26.97947214
50839,46,65.5,36667,24850,1,2.173913043
50840,568,39.6,62188,35745,55,9.683098592
50841,2538,45.1,50347,29760,338,13.31757289
50842,84,56.3,48750,26495,6,7.142857143
50843,442,44,50625,24413,101,22.85067873
50845,849,37.6,55066,24031,123,14.48763251
50846,959,36.5,53558,30728,107,11.15745568
50847,82,40.3,36250,21724,27,32.92682927
50848,291,57.8,34702,22114,20,6.872852234
50849,2488,45.8,50954,30789,250,10.04823151
50851,2037,41.6,44651,27991,204,10.01472754
50853,682,37.9,56205,26721,34,4.985337243
50854,2666,42.1,53750,26804,186,6.976744186
50857,189,57.5,57188,30923,32,16.93121693
50858,732,46.3,48333,26927,106,14.48087432
50859,643,39.1,48594,26335,117,18.19595645
50860,158,58.2,44231,27708,6,3.797468354
50861,239,53.1,70938,42986,5,2.092050209
50862,202,25.5,62500,32742,11,5.445544554
50863,187,51.3,65250,33066,13,6.951871658
50864,1900,41.5,51741,27079,346,18.21052632
51001,2330,40.1,60125,28198,258,11.07296137
51002,2778,37.2,63229,30476,244,8.783297336
51003,1713,37.6,72356,33254,53,3.093987157
51004,963,48.1,59205,33483,86,8.930425753
51005,1321,53.1,69375,37741,126,9.538228615
51006,1025,50.3,54722,32600,108,10.53658537
51007,508,55.2,96875,55964,8,1.57480315
51008,157,41,88125,38513,2,1.27388535
51009,246,14.5,43250,19020,81,32.92682927
51010,367,60.6,60556,30007,39,10.626703
51011,61,51.5,54063,29210,5,8.196721311
51012,6317,45.9,53536,30595,835,13.21829983
51014,405,49.1,61667,33152,38,9.382716049
51016,1339,49.4,48869,27476,75,5.601194922
51018,386,29.7,66375,26372,22,5.699481865
51019,959,42.3,65000,32764,144,15.01564129
51020,705,35.7,51250,29794,72,10.21276596
51022,649,42,63333,36942,54,8.320493066
51023,3268,35.6,52153,23778,322,9.853121175
51024,1874,46.8,73424,35324,126,6.723585912
51025,1924,41.3,59932,34069,184,9.563409563
51026,723,56.1,68750,36022,73,10.09681881
51027,1112,43.5,67222,36592,45,4.04676259
51028,2327,40.3,60968,33793,138,5.930382467
51029,265,58.5,62813,36151,26,9.811320755
51030,1807,43.7,81625,35737,88,4.869950194
51031,12026,38.8,65919,34311,1168,9.712290038
51033,390,41.7,48750,25088,33,8.461538462
51034,1757,48.6,48309,26572,178,10.13090495
51035,1579,51.3,59417,43157,101,6.396453452
51036,1053,34.2,75208,27681,13,1.234567901
51037,385,33.5,27193,23054,18,4.675324675
51038,1729,44.2,65625,30752,101,5.841526894
51039,2635,40.3,70694,32608,192,7.286527514
51040,3500,42,41250,28666,749,21.4
51041,7180,32.1,77920,28235,362,5.04178273
51044,258,59,-666666666,30316,44,17.05426357
51046,1510,51.2,68594,36578,87,5.761589404
51047,697,43.4,65000,29150,36,5.164992826
51048,639,32.9,57955,26117,50,7.824726135
51049,601,41.5,50625,24061,64,10.64891847
51050,2720,43.2,71948,34662,167,6.139705882
51051,76,47.5,31875,19868,3,3.947368421
51052,764,48.7,62600,36247,54,7.068062827
51053,1046,43.2,58500,29273,101,9.65583174
51054,5425,37.4,96354,41927,330,6.082949309
51055,1618,37.5,64375,28518,58,3.584672435
51056,460,39.7,53750,23433,23,5
51058,819,53.5,53456,43276,87,10.62271062
51060,503,53.1,51563,31658,93,18.48906561
51061,458,40,61875,29094,54,11.79039301
51062,299,53.8,43750,23111,41,13.71237458
51063,1066,44.4,56125,34702,77,7.22326454
51101,816,30.8,16353,16706,273,33.45588235
51103,16938,33.2,45647,20024,3904,23.04876609
51104,22981,32.9,63967,31128,2181,9.490448631
51105,10531,31.7,48250,20133,2185,20.74826702
51106,26474,36.6,63155,31788,2266,8.55934124
51108,5084,42,62411,32193,402,7.907159717
51109,3166,40.7,60975,25802,462,14.5925458
51111,122,6.8,39423,14339,0,0
51201,5845,40.2,53098,29147,608,10.40205304
51230,294,34,61208,25049,1,0.340136054
51231,386,39.8,56667,23752,122,31.60621762
51232,748,46.2,52188,26953,51,6.818181818
51234,1288,37.5,65188,32197,93,7.220496894
51235,1374,32.5,78000,28864,83,6.040756914
51237,1753,45.9,56705,28165,53,3.023388477
51238,1220,34.9,61635,29497,18,1.475409836
51239,3168,32.8,71831,33380,161,5.082070707
51240,2103,31.5,68841,25912,135,6.419400856
51241,1835,38.3,70817,31929,62,3.378746594
51242,208,39.3,65833,38684,14,6.730769231
51243,702,41.3,64524,28551,16,2.279202279
51244,103,52.8,71250,30227,2,1.941747573
51245,1216,42.1,52045,31671,77,6.332236842
51246,3649,38.6,60515,29270,163,4.466977254
51247,4834,34,69268,31867,424,8.771203972
51248,2030,43.4,59250,29837,132,6.502463054
51249,3164,45.2,60286,33094,366,11.5676359
51250,8826,30.8,76830,28326,461,5.223204169
51301,12232,43.9,47593,28174,1354,11.06932636
51331,1022,60.1,49063,38653,92,9.001956947
51333,469,43.1,48276,27572,70,14.92537313
51334,6873,41.5,53790,28392,772,11.2323585
51338,986,41.4,61250,30137,99,10.04056795
51341,30,59,25000,25950,4,13.33333333
51342,1399,39,55313,24755,114,8.148677627
51343,372,21.9,-666666666,28185,54,14.51612903
51345,426,40.3,74167,32740,45,10.56338028
51346,2302,42.8,46080,25838,285,12.38053866
51347,1517,41.8,62438,34177,146,9.624258405
51350,568,32.7,52163,21928,107,18.83802817
51351,4509,45.3,59903,37181,339,7.51829674
51354,1049,47.8,57656,30893,187,17.82650143
51355,845,59.9,61705,52823,117,13.84615385
51357,559,43.7,68417,34791,38,6.797853309
51358,1358,41.3,50469,25136,73,5.375552283
51360,8312,50.2,61364,40954,571,6.869586141
51363,221,33.1,44000,18867,17,7.692307692
51364,784,42.1,53068,27008,117,14.92346939
51365,416,38.8,46250,27502,23,5.528846154
51366,361,43.1,53125,31230,1,0.27700831
51401,12164,42.3,57965,31115,1021,8.39362052
51430,827,38.9,64875,27661,17,2.055622733
51431,426,50.5,46250,28474,40,9.389671362
51433,475,37,52824,23051,76,16
51436,844,36.8,60208,30781,94,11.13744076
51439,1064,40.5,55139,24630,228,21.42857143
51440,322,39.5,56250,26738,20,6.211180124
51441,377,47.6,36250,20479,102,27.05570292
51442,9633,34,54668,28836,1996,20.72044015
51443,1555,43.3,70263,31586,155,9.967845659
51444,281,29.1,63750,27078,1,0.355871886
51445,2693,47.6,58897,38936,209,7.760861493
51446,563,41.8,68000,26477,55,9.769094139
51447,277,60,95326,37589,10,3.610108303
51448,514,48.7,44028,29146,85,16.53696498
51449,2093,49.4,54531,28021,321,15.33683708
51450,1486,56.1,68229,38756,96,6.460296097
51451,120,59.6,41250,30519,18,15
51453,627,42.8,54125,28730,98,15.62998405
51454,1534,40,57083,28620,104,6.779661017
51455,2296,42.1,61513,37250,158,6.881533101
51458,1419,44.9,56458,31889,103,7.25863284
51459,59,28.5,-666666666,26081,15,25.42372881
51461,1060,42.1,62969,36196,121,11.41509434
51462,1058,47.7,53292,30309,64,6.049149338
51463,462,51.4,54688,40072,29,6.277056277
51465,895,39.2,58750,27513,54,6.033519553
51466,1095,45.6,65750,30917,91,8.310502283
51467,614,49,65000,32371,38,6.188925081
51501,35426,36.8,48946,23804,4956,13.98972506
51503,36914,43.1,69007,34198,3081,8.34642683
51510,3796,36.5,58839,30491,729,19.20442571
51520,203,54.6,63125,27707,15,7.389162562
51521,1784,37.5,55764,32842,187,10.48206278
51523,380,45.8,70625,34258,6,1.578947368
51525,1115,45.4,63438,34318,85,7.623318386
51526,1673,46.4,78750,35507,20,1.195457262
51527,480,53.4,55500,26580,35,7.291666667
51528,741,48.3,44539,30245,154,20.78272605
51529,1884,42.5,64297,28282,118,6.263269639
51530,651,57.9,50833,30283,29,4.4546851
51531,762,49.9,61250,32025,24,3.149606299
51532,733,34.5,56895,25623,74,10.09549795
51533,990,49.7,62250,32481,54,5.454545455
51534,9470,40.2,76602,33896,920,9.714889124
51535,1840,40.9,61492,29365,137,7.445652174
51536,337,55.9,49063,27740,53,15.72700297
51537,6716,44.9,59286,33402,624,9.291244789
51540,380,48.6,45625,23988,20,5.263157895
51541,566,36.1,55577,20188,11,1.943462898
51542,1182,43.6,98894,45583,58,4.906937394
51543,420,57.3,46875,29461,36,8.571428571
51544,627,52.3,68523,32321,28,4.465709729
51545,300,44.8,36607,20078,46,15.33333333
51546,2830,39.2,73194,33111,262,9.25795053
51548,515,40.5,83382,37453,0,0
51549,576,38.3,65795,38270,30,5.208333333
51550,158,51.2,52500,28868,15,9.493670886
51551,1610,49,69706,44894,105,6.52173913
51552,265,53.3,43036,24082,77,29.05660377
51553,1116,42.5,65089,34874,53,4.749103943
51554,239,55.8,59615,24747,11,4.60251046
51555,4877,44.7,63472,32644,506,10.37523067
51556,465,46.8,68594,32524,44,9.462365591
51557,853,54.6,74306,40231,89,10.43376319
51558,436,43.9,49375,29219,62,14.22018349
51559,1765,38.1,76250,31250,122,6.912181303
51560,2049,36.3,67778,33215,196,9.565641776
51561,1184,41.5,63798,40486,76,6.418918919
51562,481,39.1,55000,25347,53,11.01871102
51563,697,46.2,63864,32083,98,14.06025825
51564,388,52,51250,25602,64,16.49484536
51565,403,45.5,54250,31428,12,2.977667494
51566,6380,45.1,47813,29496,728,11.41065831
51570,948,38.5,50156,31677,94,9.915611814
